Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Bio Project ID,Project ID,Disease,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Status,Coverage,N50,Length,Species,Contig Number(>=200 bp),Low Quality Bases,Assembly barcode,Version
ESC_QA1725AA,ProbAN-19-2,SRR11014956;ILLUMINA;Paired;;SRX7670766,Wild Animal,Primate,Piliocolobus badius; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978679,SRS6098503,14/02/2020,04/02/2020,ESC_QA1725AA,Assembled,82,214059,5242138,Escherichia coli / Shigella;98.57%,101,20347,ESC_IB8603AA_AS,4.1
ESC_KA9314AA,PapRG-05-2,traces-0HfXzNw;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,River Gambia,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;100.0%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9314AA,Assembled,82,180346,4863693,Escherichia coli / Shigella;100.0%,85,91027,ESC_VA7076AA_AS,4
ESC_MA4477AA,GF7-1,traces-0GYosIB;ILLUMINA;Paired;;NA,Poultry,Avian,Domestic Guinea fowl,2016,,,,Africa,Gambia,,,Sibanor,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;100.0%,,,,,,,Caecal isolate collected from a healthy domestic Guinea fowl,,,None,,,24/04/2019,24/04/2019,ESC_MA4477AA,Assembled,82,185004,4789069,Escherichia coli / Shigella;100.0%,106,24914,ESC_YA9283AA_AS,4
ESC_MA4374AA,H-9_5,traces-0oAHquL;ILLUMINA;Paired;;NA,Human,Human,,,,,,Africa,Gambia,,,Basse,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;98.75%,,,,,,,,,,,,,23/04/2019,23/04/2019,ESC_MA4374AA,Assembled,82,72080,5291942,Escherichia coli / Shigella;98.75%,276,77820,ESC_YA8640AA_AS,4
ESC_MA4373AA,H-39_5,traces-0ozHGSY;ILLUMINA;Paired;;NA,Human,Human,,,,,,Africa,Gambia,,,Basse,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;99.21%,,,,,,,,,,,,,23/04/2019,23/04/2019,ESC_MA4373AA,Assembled,82,207048,5031047,Escherichia coli / Shigella;99.21%,147,37765,ESC_YA8639AA_AS,4
ESC_KA9379AA,PapAN-15-1,traces-0hvhrKg;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,Abuko Nature ,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;99.29%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9379AA,Assembled,82,87638,5144742,Escherichia coli / Shigella;99.29%,214,97927,ESC_VA7148AA_AS,4
ESC_EA2138AA,MOD1-EC6758,SRR3974850;ILLUMINA;Paired;300;SRX1984789,Human,Human,Homo sapiens; homo sapiens-Intestine,1994,2,,,Africa,Zambia,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O105,,,,,,PRJNA230969,SRP058582,,SAMN04992589,SRS1590054,29/07/2016,01/01/2015,ESC_EA2138AA,Assembled,83,244684,4978284,Escherichia coli / Shigella;88.9%,119,2106,ESC_HA7985AA_AS,3.51
ESC_EA2147AA,MOD1-EC6746,SRR3974563;ILLUMINA;Paired;300;SRX1984777,Human,Human,Homo sapiens; homo sapiens-Intestine,1994,2,,,Africa,Zambia,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O21,,,,,,PRJNA230969,SRP058582,,SAMN04992577,SRS1590044,29/07/2016,01/01/2015,ESC_EA2147AA,Assembled,83,79796,5075901,Escherichia coli / Shigella;98.84%,274,3683,ESC_HA7976AA_AS,3.51
ESC_GA1703AA,NC_P02-09,SRR5434364;ILLUMINA;Paired;500;SRX2724398,Poultry,Avian,Poultry,2016,,,,Africa,Uganda,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN06677701,SRS2113118,11/04/2017,11/04/2017,ESC_GA1703AA,Assembled,83,124699,5000477,Escherichia coli / Shigella;77.19%,175,9752,ESC_MA3082AA_AS,3.61
ESC_GA2733AA,NC_P18-04,SRR5452293;ILLUMINA;Paired;500;SRX2740971,Poultry,Avian,Poultry,2016,,,,Africa,Uganda,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN06677730,SRS2127590,18/04/2017,18/04/2017,ESC_GA2733AA,Assembled,83,107440,4867742,Escherichia coli / Shigella;86.46%,176,12084,ESC_MA7224AA_AS,3.61
ESC_MA0869AA,,ERR2571026;ILLUMINA;Paired;1000;ERX2588027,Poultry,Avian,chicken,,,,,Africa,Ghana,,,,,,,Justus-Liebig-Universitaet Giessen,Escherichia coli,,,,,,,,PRJEB26592,ERP108593,,SAMEA4653241,ERS2473877,06/03/2019,06/03/2019,ESC_MA0869AA,Assembled,83,147693,4627801,Escherichia coli / Shigella;86.19%,136,16941,ESC_XA2049AA_AS,4
ESC_MA0871AA,,ERR2571024;ILLUMINA;Paired;1000;ERX2588025,Poultry,Avian,chicken,,,,,Africa,Ghana,,,,,,,Justus-Liebig-Universitaet Giessen,Escherichia coli,,,,,,,,PRJEB26592,ERP108593,,SAMEA4653239,ERS2473875,06/03/2019,06/03/2019,ESC_MA0871AA,Assembled,83,147693,4628140,Escherichia coli / Shigella;88.89%,130,16210,ESC_XA2047AA_AS,4
ESC_MA7365AA,TWAG00214,ERR3330539;ILLUMINA;Paired;350;ERX3355254,Human,Human,ND,2016,6,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5612044,ERS3416232,30/05/2019,20/05/2019,ESC_MA7365AA,Assembled,83,298269,5307696,Escherichia coli / Shigella;93.58%,106,27747,ESC_ZA6159AA_AS,4
ESC_MA7469AA,TMP023349,ERR3330435;ILLUMINA;Paired;350;ERX3355150,Wild Animal,Avian,pigeons,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611940,ERS3416128,30/05/2019,20/05/2019,ESC_MA7469AA,Assembled,83,93101,5178706,Escherichia coli / Shigella;98.45%,283,100470,ESC_ZA6055AA_AS,4
ESC_MA7515AA,TMP021563,ERR3330389;ILLUMINA;Paired;350;ERX3355104,Poultry,Avian,chickens,2016,4,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611893,ERS3416082,30/05/2019,20/05/2019,ESC_MA7515AA,Assembled,83,122820,4823685,Escherichia coli / Shigella;90.24%,153,41734,ESC_ZA6009AA_AS,4
ESC_MA7730AA,TMP019325,ERR3330166;ILLUMINA;Paired;350;ERX3354881,Livestock,Swine,pig,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611670,ERS3415859,30/05/2019,20/05/2019,ESC_MA7730AA,Assembled,83,189009,4604857,Escherichia coli / Shigella;94.54%,82,16270,ESC_ZA5794AA_AS,4
ESC_MA7733AA,TMP019301,ERR3330163;ILLUMINA;Paired;350;ERX3354878,Wild Animal,Bat,bat,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611667,ERS3415856,30/05/2019,20/05/2019,ESC_MA7733AA,Assembled,83,234565,4707005,Escherichia coli / Shigella;97.87%,70,12958,ESC_ZA5791AA_AS,4
ESC_MA7793AA,TMP018332,ERR3329412;ILLUMINA;Paired;350;ERX3354127,ND,Avian,avian population,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611607,ERS3415796,30/05/2019,20/05/2019,ESC_MA7793AA,Assembled,83,120885,4484293,Escherichia coli / Shigella;96.41%,124,27686,ESC_ZA5731AA_AS,4
ESC_MA7833AA,TMP016655,ERR3329372;ILLUMINA;Paired;350;ERX3354087,ND,Avian,ND,2015,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611567,ERS3415756,30/05/2019,20/05/2019,ESC_MA7833AA,Assembled,83,217469,5084897,Escherichia coli / Shigella;97.63%,126,23481,ESC_ZA5691AA_AS,4
ESC_MA7850AA,TMP016456,ERR3329355;ILLUMINA;Paired;350;ERX3354070,Wild Animal,Rodent,rodent,2015,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611550,ERS3415739,30/05/2019,20/05/2019,ESC_MA7850AA,Assembled,83,142565,4798372,Escherichia coli / Shigella;94.46%,108,22428,ESC_ZA5674AA_AS,4
ESC_MA7853AA,TMP016428,ERR3329352;ILLUMINA;Paired;350;ERX3354067,Wild Animal,Bat,bat,2015,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611547,ERS3415736,30/05/2019,20/05/2019,ESC_MA7853AA,Assembled,83,697790,4721748,Escherichia coli / Shigella;100.0%,30,18740,ESC_ZA5671AA_AS,4
ESC_MA7999AA,PLQ2168,ERR3329183;ILLUMINA;Paired;350;ERX3353898,ND,Avian,ND,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611401,ERS3415590,30/05/2019,20/05/2019,ESC_MA7999AA,Assembled,83,384116,4762887,Escherichia coli / Shigella;100.0%,49,8066,ESC_ZA5442AA_AS,4
ESC_MA8122AA,INT010091,ERR3329060;ILLUMINA;Paired;350;ERX3353775,Poultry,Avian,ducks,2016,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611278,ERS3415467,30/05/2019,20/05/2019,ESC_MA8122AA,Assembled,83,110444,4675472,Escherichia coli / Shigella;95.94%,133,18712,ESC_ZA5315AA_AS,4
ESC_MA8163AA,INT008004,ERR3329019;ILLUMINA;Paired;350;ERX3353734,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611237,ERS3415426,30/05/2019,20/05/2019,ESC_MA8163AA,Assembled,83,86488,5304440,Escherichia coli / Shigella;97.71%,310,216712,ESC_ZA5274AA_AS,4
ESC_MA8195AA,INT007782,ERR3328987;ILLUMINA;Paired;350;ERX3353702,Wild Animal,Rodent,rodent,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611206,ERS3415395,30/05/2019,20/05/2019,ESC_MA8195AA,Assembled,83,369591,5017963,Escherichia coli / Shigella;90.0%,66,12880,ESC_ZA5242AA_AS,4
ESC_MA8337AA,INT005608,ERR3328815;ILLUMINA;Paired;350;ERX3353530,Poultry,Avian,chickens,2016,4,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611063,ERS3415253,30/05/2019,20/05/2019,ESC_MA8337AA,Assembled,83,92493,4750806,Escherichia coli / Shigella;92.12%,175,28772,ESC_ZA5099AA_AS,4
ESC_MA8485AA,INT004507,ERR3328666;ILLUMINA;Paired;350;ERX3353381,ND,Avian,ND,2016,1,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610915,ERS3415105,30/05/2019,20/05/2019,ESC_MA8485AA,Assembled,83,81142,4753954,Escherichia coli / Shigella;88.97%,191,27696,ESC_ZA4951AA_AS,4
ESC_MA8733AA,ALQ023140,ERR3328347;ILLUMINA;Paired;350;ERX3353062,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610667,ERS3414857,30/05/2019,20/05/2019,ESC_MA8733AA,Assembled,83,126365,5087716,Escherichia coli / Shigella;99.34%,226,52612,ESC_ZA4703AA_AS,4
ESC_MA8853AA,ALQ019471,ERR3328217;ILLUMINA;Paired;350;ERX3352932,Poultry,Avian,chickens,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610547,ERS3414737,30/05/2019,20/05/2019,ESC_MA8853AA,Assembled,83,107070,4798246,Escherichia coli / Shigella;92.21%,142,33716,ESC_ZA4581AA_AS,4
ESC_OA7832AA,,SRR10420709;ILLUMINA;Paired;500;SRX7118737,Poultry,Air,Poultry Fecal,2019,2,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN13245795,SRS5629031,13/11/2019,09/11/2019,ESC_OA7832AA,Assembled,83,111596,4964152,Escherichia coli / Shigella;96.37%,169,16112,ESC_GB3543AA_AS,4.1
ESC_PA0827AA,MAJ679A42,SRR8505980;ILLUMINA;Paired;;SRX5309868,Human,Human,Homo sapiens; human stool sample,2012,10,,,Africa,Niger,,Madarounfa,,,13.3495,7.179,UMC Utrecht,Escherichia coli,,,,,,,,PRJNA517792,SRP182891,,SAMN10845192,SRS4307312,18/11/2019,18/09/2019,ESC_PA0827AA,Assembled,83,106437,4793403,Escherichia coli / Shigella;97.17%,132,28262,ESC_GB7097AA_AS,4.1
ESC_MA4478AA,GF7-2,traces-0dFZOoX;ILLUMINA;Paired;;NA,Poultry,Avian,Domestic Guinea fowl,2016,,,,Africa,Gambia,,,Sibanor,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;100.0%,,,,,,,Caecal isolate collected from a healthy domestic Guinea fowl,,,None,,,24/04/2019,24/04/2019,ESC_MA4478AA,Assembled,83,185398,4896675,Escherichia coli / Shigella;100.0%,71,185130,ESC_YA9284AA_AS,4
ESC_MA4484AA,GF5-1,traces-0PVjEic;ILLUMINA;Paired;;NA,Poultry,Avian,Domestic Guinea fowl,2016,,,,Africa,Gambia,,,Sibanor,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;100.0%,,,,,,,Caecal isolate collected from a healthy domestic Guinea fowl,,,None,,,24/04/2019,24/04/2019,ESC_MA4484AA,Assembled,83,196631,4885836,Escherichia coli / Shigella;100.0%,85,95642,ESC_YA9290AA_AS,4
ESC_KA2729AA,G1731-5,traces-0PUCOGm;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,Makasutu,,,,E. Foster-Nyarko,Escherichia coli / Shigella;95.54%,,,,,,,,,,,,,09/10/2018,13/04/2019,ESC_KA2729AA,Assembled,83,49649,4888081,Escherichia coli / Shigella;95.54%,223,91536,ESC_UA0450AA_AS,4
ESC_KA2037AA,ChlosBP-25-5,traces-0YfXeVF;ILLUMINA;Paired;;NA,,Primate,Chlorocebus sabaeus,2017,6,13,,Africa,Gambia,,,Bijilo Forest Park,,,,E. Foster-Nyarko,Escherichia coli / Shigella;97.98%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2037AA,Assembled,83,49475,5310998,Escherichia coli / Shigella;97.98%,309,127157,ESC_TA9057AA_AS,4
ESC_KA9333AA,PapAN-15-2,traces-0mXfQrU;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,Abuko Nature ,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;98.11%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9333AA,Assembled,83,193470,4632734,Escherichia coli / Shigella;98.11%,75,10533,ESC_VA7101AA_AS,4
ESC_GA4771AA,NC_P10-09,SRR5527075;ILLUMINA;Paired;500;SRX2796346,Poultry,Avian,Poultry,2016,,,,Africa,Uganda,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN06848522,SRS2177370,12/05/2017,10/05/2017,ESC_GA4771AA,Assembled,84,149178,5222470,Escherichia coli / Shigella;96.84%,122,4549,ESC_NA6460AA_AS,3.61
ESC_MA7726AA,TMP019349,ERR3330170;ILLUMINA;Paired;350;ERX3354885,ND,Avian,ND,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611674,ERS3415863,30/05/2019,20/05/2019,ESC_MA7726AA,Assembled,84,702886,4584885,Escherichia coli / Shigella;100.0%,25,6300,ESC_ZA5798AA_AS,4
ESC_MA7783AA,TMP018521,ERR3329422;ILLUMINA;Paired;350;ERX3354137,Poultry,Avian,ducks,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611617,ERS3415806,30/05/2019,20/05/2019,ESC_MA7783AA,Assembled,84,299586,4670737,Escherichia coli / Shigella;100.0%,59,15866,ESC_ZA5741AA_AS,4
ESC_MA7786AA,TMP018438,ERR3329419;ILLUMINA;Paired;350;ERX3354134,Livestock,Swine,pig,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611614,ERS3415803,30/05/2019,20/05/2019,ESC_MA7786AA,Assembled,84,328822,4860373,Escherichia coli / Shigella;97.62%,67,13773,ESC_ZA5738AA_AS,4
ESC_MA7971AA,PLQ2385,ERR3329231;ILLUMINA;Paired;350;ERX3353946,Human,Human,ND,2016,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611429,ERS3415618,30/05/2019,20/05/2019,ESC_MA7971AA,Assembled,84,84451,5175947,Escherichia coli / Shigella;97.07%,279,81099,ESC_ZA5470AA_AS,4
ESC_MA8026AA,PLQ000733,ERR3329156;ILLUMINA;Paired;350;ERX3353871,Laboratory,Bat,bat population,2015,,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,Collection year is ambiguous - 2015/2016,PRJEB32607,ERP115308,,SAMEA5611374,ERS3415563,30/05/2019,20/05/2019,ESC_MA8026AA,Assembled,84,218851,5476251,Escherichia coli / Shigella;96.12%,252,64434,ESC_ZA5415AA_AS,4
ESC_MA8105AA,PL015044,ERR3329077;ILLUMINA;Paired;350;ERX3353792,Food,Dairy,goat,2015,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611295,ERS3415484,30/05/2019,20/05/2019,ESC_MA8105AA,Assembled,84,196567,4879689,Escherichia coli / Shigella;100.0%,94,12196,ESC_ZA5332AA_AS,4
ESC_MA8135AA,INT010007,ERR3329047;ILLUMINA;Paired;350;ERX3353762,ND,Avian,ND,2016,10,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611265,ERS3415454,30/05/2019,20/05/2019,ESC_MA8135AA,Assembled,84,120819,4728156,Escherichia coli / Shigella;98.41%,114,15403,ESC_ZA5302AA_AS,4
ESC_MA8432AA,INT004888,ERR3328720;ILLUMINA;Paired;350;ERX3353435,Poultry,Avian,chickens,2016,3,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610968,ERS3415158,30/05/2019,20/05/2019,ESC_MA8432AA,Assembled,84,97902,5675632,Escherichia coli / Shigella;95.12%,362,138029,ESC_ZA5004AA_AS,4
ESC_MA8581AA,INT003118,ERR3328568;ILLUMINA;Paired;350;ERX3353283,Poultry,Avian,chickens,2016,2,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610819,ERS3415009,30/05/2019,20/05/2019,ESC_MA8581AA,Assembled,84,288087,5368285,Escherichia coli / Shigella;96.6%,175,168809,ESC_ZA4855AA_AS,4
ESC_MA8601AA,INT000311,ERR3328509;ILLUMINA;Paired;350;ERX3353224,Poultry,Avian,chickens,2015,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610799,ERS3414989,30/05/2019,20/05/2019,ESC_MA8601AA,Assembled,84,110537,4700117,Escherichia coli / Shigella;95.97%,143,21674,ESC_ZA4835AA_AS,4
ESC_MA8627AA,ALQ034825,ERR3328481;ILLUMINA;Paired;350;ERX3353196,Wild Animal,Rodent,rodent,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610773,ERS3414963,30/05/2019,20/05/2019,ESC_MA8627AA,Assembled,84,597868,4936348,Escherichia coli / Shigella;91.18%,51,13040,ESC_ZA4809AA_AS,4
ESC_MA8631AA,ALQ034775,ERR3328476;ILLUMINA;Paired;350;ERX3353191,Wild Animal,Rodent,rodent,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610769,ERS3414959,30/05/2019,20/05/2019,ESC_MA8631AA,Assembled,84,449446,5196286,Escherichia coli / Shigella;96.56%,78,219505,ESC_ZA4805AA_AS,4
ESC_MA8677AA,ALQ028714,ERR3328406;ILLUMINA;Paired;350;ERX3353121,Poultry,Avian,chickens,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610723,ERS3414913,30/05/2019,20/05/2019,ESC_MA8677AA,Assembled,84,183457,4890430,Escherichia coli / Shigella;97.21%,91,13251,ESC_ZA4759AA_AS,4
ESC_MA8694AA,ALQ028136,ERR3328387;ILLUMINA;Paired;350;ERX3353102,Food,Dairy,goat,2016,4,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610706,ERS3414896,30/05/2019,20/05/2019,ESC_MA8694AA,Assembled,84,94090,4843918,Escherichia coli / Shigella;87.92%,163,24454,ESC_ZA4742AA_AS,4
ESC_MA8704AA,ALQ023350,ERR3328377;ILLUMINA;Paired;350;ERX3353092,Wild Animal,Rodent,rodent,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610696,ERS3414886,30/05/2019,20/05/2019,ESC_MA8704AA,Assembled,84,137645,4842665,Escherichia coli / Shigella;93.7%,166,18427,ESC_ZA4732AA_AS,4
ESC_MA8706AA,ALQ023339,ERR3328375;ILLUMINA;Paired;350;ERX3353090,Food,Plant,pens,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610694,ERS3414884,30/05/2019,20/05/2019,ESC_MA8706AA,Assembled,84,193455,4936420,Escherichia coli / Shigella;91.73%,169,26494,ESC_ZA4730AA_AS,4
ESC_MA8712AA,ALQ023291,ERR3328369;ILLUMINA;Paired;350;ERX3353084,Poultry,Avian,geese,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610688,ERS3414878,30/05/2019,20/05/2019,ESC_MA8712AA,Assembled,84,209813,4669088,Escherichia coli / Shigella;100.0%,93,11771,ESC_ZA4724AA_AS,4
ESC_MA8767AA,ALQ020120,ERR3328311;ILLUMINA;Paired;350;ERX3353026,Environment,Soil/Dust,household environment,2015,12,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610633,ERS3414823,30/05/2019,20/05/2019,ESC_MA8767AA,Assembled,84,209389,4702843,Escherichia coli / Shigella;95.46%,110,26013,ESC_ZA4668AA_AS,4
ESC_MA8821AA,ALQ019728,ERR3328250;ILLUMINA;Paired;350;ERX3352965,ND,Avian,ND,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610579,ERS3414769,30/05/2019,20/05/2019,ESC_MA8821AA,Assembled,84,305067,4825130,Escherichia coli / Shigella;100.0%,37,6894,ESC_ZA4614AA_AS,4
ESC_MA8852AA,ALQ019476,ERR3328218;ILLUMINA;Paired;350;ERX3352933,Wild Animal,Rodent,rodent,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610548,ERS3414738,30/05/2019,20/05/2019,ESC_MA8852AA,Assembled,84,617734,4985032,Escherichia coli / Shigella;50.0%,50,20566,ESC_ZA4582AA_AS,4
ESC_OA0290AA,MA_069,SRR10098855;ILLUMINA;Paired;500;SRX6830828,Human,Human,stool; Homo sapiens,2019,1,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN12727833,SRS5372914,11/09/2019,11/09/2019,ESC_OA0290AA,Assembled,84,26964,4670669,Escherichia coli / Shigella;97.53%,390,55761,ESC_FB1741AA_AS,4.1
ESC_OA5991AA,MA_182,SRR10325407;ILLUMINA;Paired;500;SRX7035607,Poultry,Avian,Poultry Litter,2019,2,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN13087190,SRS5555602,26/10/2019,23/10/2019,ESC_OA5991AA,Assembled,84,137353,5229396,Escherichia coli / Shigella;96.75%,209,26769,ESC_GB1034AA_AS,4.1
ESC_QA1723AA,ProbK-45-2,SRR11014954;ILLUMINA;Paired;;SRX7670768,Wild Animal,Primate,Piliocolobus badius; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978681,SRS6098502,14/02/2020,04/02/2020,ESC_QA1723AA,Assembled,84,216129,5432451,Escherichia coli / Shigella;96.31%,103,41867,ESC_IB9864AA_AS,4.1
ESC_QA9297AA,Guinea-fowl-3-1,SRR11451231;ILLUMINA;Paired;;SRX8028987,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485319,SRS6401455,02/04/2020,01/04/2020,ESC_QA9297AA,Assembled,84,111323,4634055,Escherichia coli / Shigella;95.4%,111,11582,ESC_KB1746AA_AS,4.1
ESC_QA9304AA,Guinea-fowl-1-4,SRR11451238;ILLUMINA;Paired;;SRX8028980,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485312,SRS6401447,02/04/2020,01/04/2020,ESC_QA9304AA,Assembled,84,143024,4880952,Escherichia coli / Shigella;97.82%,102,85985,ESC_KB1686AA_AS,4.1
