date,area,confirm,type,country,GSS_CD
01/04/2020,Conwy,NA,UTLA,Wales,W06000003
01/04/2020,Denbighshire,NA,UTLA,Wales,W06000004
01/04/2020,Flintshire,NA,UTLA,Wales,W06000005
01/04/2020,Gwynedd,NA,UTLA,Wales,W06000002
01/04/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
01/04/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
01/04/2020,Monmouthshire,NA,UTLA,Wales,W06000021
01/04/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
01/04/2020,Newport,NA,UTLA,Wales,W06000022
01/04/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
01/04/2020,Powys,NA,UTLA,Wales,W06000023
01/04/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
01/04/2020,Torfaen County,NA,UTLA,Wales,W06000020
01/04/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
01/04/2020,Wrexham,NA,UTLA,Wales,W06000006
01/04/2020,Resident outside Wales,NA,UTLA,Wales,NA
01/04/2020,Unconfirmed,NA,UTLA,Wales,NA
01/04/2020,Antrim and Newtownabbey,47,LGD,Northern Ireland,N09000001
01/04/2020,Armagh City Banbridge and Craigavon,70,LGD,Northern Ireland,N09000002
01/04/2020,Belfast,200,LGD,Northern Ireland,N09000003
01/04/2020,Causeway Coast and Glens,18,LGD,Northern Ireland,N09000004
01/04/2020,Derry City and Strabane,29,LGD,Northern Ireland,N09000005
01/04/2020,Fermanagh and Omagh,32,LGD,Northern Ireland,N09000006
01/04/2020,Lisburn and Castlereagh,81,LGD,Northern Ireland,N09000007
01/04/2020,Mid and East Antrim,36,LGD,Northern Ireland,N09000008
01/04/2020,Mid Ulster,19,LGD,Northern Ireland,N09000009
01/04/2020,Newry Mourne and Down,51,LGD,Northern Ireland,N09000010
01/04/2020,Ards and North Down,67,LGD,Northern Ireland,N09000011
01/04/2020,Unconfirmed,39,LGD,Northern Ireland,NA
25/02/2020,Orkney,0,Health board,Scotland,S08000025
26/02/2020,Orkney,0,Health board,Scotland,S08000025
27/02/2020,Orkney,0,Health board,Scotland,S08000025
28/02/2020,Orkney,0,Health board,Scotland,S08000025
29/02/2020,Orkney,0,Health board,Scotland,S08000025
01/03/2020,Orkney,0,Health board,Scotland,S08000025
02/03/2020,Orkney,0,Health board,Scotland,S08000025
03/03/2020,Orkney,0,Health board,Scotland,S08000025
04/03/2020,Orkney,0,Health board,Scotland,S08000025
05/03/2020,Orkney,0,Health board,Scotland,S08000025
06/03/2020,Orkney,0,Health board,Scotland,S08000025
07/03/2020,Orkney,0,Health board,Scotland,S08000025
08/03/2020,Orkney,0,Health board,Scotland,S08000025
09/03/2020,Orkney,0,Health board,Scotland,S08000025
10/03/2020,Orkney,0,Health board,Scotland,S08000025
11/03/2020,Orkney,0,Health board,Scotland,S08000025
12/03/2020,Orkney,0,Health board,Scotland,S08000025
13/03/2020,Orkney,0,Health board,Scotland,S08000025
14/03/2020,Orkney,0,Health board,Scotland,S08000025
15/03/2020,Orkney,0,Health board,Scotland,S08000025
16/03/2020,Orkney,0,Health board,Scotland,S08000025
17/03/2020,Orkney,0,Health board,Scotland,S08000025
18/03/2020,Orkney,0,Health board,Scotland,S08000025
19/03/2020,Orkney,0,Health board,Scotland,S08000025
20/03/2020,Orkney,0,Health board,Scotland,S08000025
21/03/2020,Orkney,0,Health board,Scotland,S08000025
22/03/2020,Orkney,0,Health board,Scotland,S08000025
23/03/2020,Orkney,0,Health board,Scotland,S08000025
24/03/2020,Orkney,0,Health board,Scotland,S08000025
25/03/2020,Orkney,0,Health board,Scotland,S08000025
26/03/2020,Orkney,0,Health board,Scotland,S08000025
27/03/2020,Orkney,0,Health board,Scotland,S08000025
28/03/2020,Orkney,0,Health board,Scotland,S08000025
29/03/2020,Orkney,0,Health board,Scotland,S08000025
30/03/2020,Orkney,0,Health board,Scotland,S08000025
31/03/2020,Orkney,0,Health board,Scotland,S08000025
25/02/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
26/02/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
27/02/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
28/02/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
29/02/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
01/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
02/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
03/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
04/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
05/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
06/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
07/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
08/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
09/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
10/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
11/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
12/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
13/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
14/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
15/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
16/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
17/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
18/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
19/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
20/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
21/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
22/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
23/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
24/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
25/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
26/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
27/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
28/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
29/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
30/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
31/03/2020,Eileanan Siar (Western Isles),0,Health board,Scotland,S08000028
02/04/2020,Scotland,2602,Country,Scotland,S92
02/04/2020,Wales,2121,Country,Wales,W92
02/04/2020,Northern Ireland,774,Country,Northern Ireland,N92
02/04/2020,Ayrshire and Arran,221,Health board,Scotland,S08000015
02/04/2020,Borders,93,Health board,Scotland,S08000016
02/04/2020,Dumfries and Gallow,104,Health board,Scotland,S08000017
02/04/2020,Fife,119,Health board,Scotland,S08000029
02/04/2020,Forth Valley,172,Health board,Scotland,S08000019
02/04/2020,Grampian,128,Health board,Scotland,S08000020
02/04/2020,Greater Glasgow and Clyde,682,Health board,Scotland,S08000031
02/04/2020,Highland,65,Health board,Scotland,S08000022
02/04/2020,Lanarkshire,320,Health board,Scotland,S08000032
02/04/2020,Lothian,356,Health board,Scotland,S08000024
02/04/2020,Orkney,2,Health board,Scotland,S08000025
02/04/2020,Shetland,30,Health board,Scotland,S08000026
02/04/2020,Tayside,307,Health board,Scotland,S08000030
02/04/2020,Eileanan Siar (Western Isles),3,Health board,Scotland,S08000028
02/04/2020,Swansea Bay,248,Health board,Wales,W11000031
02/04/2020,Aneurin Bevan,766,Health board,Wales,W11000028
02/04/2020,Betsi Cadwaladr,117,Health board,Wales,W11000023
02/04/2020,Cardiff and Vale,528,Health board,Wales,W11000029
02/04/2020,Cwm Taf,242,Health board,Wales,W11000030
02/04/2020,Hywel Dda,134,Health board,Wales,W11000025
02/04/2020,Powys,34,Health board,Wales,W11000024
02/04/2020,Resident outside Wales,17,Health board,Wales,NA
02/04/2020,Unconfirmed,35,Health board,Wales,NA
02/04/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
02/04/2020,Bridgend,NA,UTLA,Wales,W06000013
02/04/2020,Caerphilly,NA,UTLA,Wales,W06000018
02/04/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
02/04/2020,Ceredigion,NA,UTLA,Wales,W06000008
02/04/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
02/04/2020,City of Cardiff,NA,UTLA,Wales,W06000015
02/04/2020,Conwy,NA,UTLA,Wales,W06000003
02/04/2020,Denbighshire,NA,UTLA,Wales,W06000004
02/04/2020,Flintshire,NA,UTLA,Wales,W06000005
02/04/2020,Gwynedd,NA,UTLA,Wales,W06000002
02/04/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
02/04/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
02/04/2020,Monmouthshire,NA,UTLA,Wales,W06000021
02/04/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
02/04/2020,Newport,NA,UTLA,Wales,W06000022
02/04/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
02/04/2020,Powys,NA,UTLA,Wales,W06000023
02/04/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
02/04/2020,Torfaen County,NA,UTLA,Wales,W06000020
02/04/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
02/04/2020,Wrexham,NA,UTLA,Wales,W06000006
02/04/2020,Resident outside Wales,NA,UTLA,Wales,NA
02/04/2020,Unconfirmed,NA,UTLA,Wales,NA
02/04/2020,Antrim and Newtownabbey,51,LGD,Northern Ireland,N09000001
02/04/2020,Armagh City Banbridge and Craigavon,79,LGD,Northern Ireland,N09000002
02/04/2020,Belfast,226,LGD,Northern Ireland,N09000003
02/04/2020,Causeway Coast and Glens,19,LGD,Northern Ireland,N09000004
02/04/2020,Derry City and Strabane,30,LGD,Northern Ireland,N09000005
02/04/2020,Fermanagh and Omagh,37,LGD,Northern Ireland,N09000006
02/04/2020,Lisburn and Castlereagh,97,LGD,Northern Ireland,N09000007
02/04/2020,Mid and East Antrim,37,LGD,Northern Ireland,N09000008
02/04/2020,Mid Ulster,21,LGD,Northern Ireland,N09000009
02/04/2020,Newry Mourne and Down,55,LGD,Northern Ireland,N09000010
02/04/2020,Ards and North Down,75,LGD,Northern Ireland,N09000011
02/04/2020,Unconfirmed,47,LGD,Northern Ireland,NA
03/04/2020,Scotland,3001,Country,Scotland,S92
03/04/2020,Wales,2466,Country,Wales,W92
03/04/2020,Northern Ireland,904,Country,Northern Ireland,N92
03/04/2020,Ayrshire and Arran,240,Health board,Scotland,S08000015
03/04/2020,Borders,100,Health board,Scotland,S08000016
03/04/2020,Dumfries and Gallow,122,Health board,Scotland,S08000017
03/04/2020,Fife,147,Health board,Scotland,S08000029
03/04/2020,Forth Valley,189,Health board,Scotland,S08000019
03/04/2020,Grampian,173,Health board,Scotland,S08000020
03/04/2020,Greater Glasgow and Clyde,779,Health board,Scotland,S08000031
03/04/2020,Highland,72,Health board,Scotland,S08000022
03/04/2020,Lanarkshire,377,Health board,Scotland,S08000032
03/04/2020,Lothian,408,Health board,Scotland,S08000024
03/04/2020,Orkney,2,Health board,Scotland,S08000025
03/04/2020,Shetland,36,Health board,Scotland,S08000026
03/04/2020,Tayside,353,Health board,Scotland,S08000030
03/04/2020,Eileanan Siar (Western Isles),3,Health board,Scotland,S08000028
03/04/2020,Swansea Bay,273,Health board,Wales,W11000031
03/04/2020,Aneurin Bevan,869,Health board,Wales,W11000028
03/04/2020,Betsi Cadwaladr,133,Health board,Wales,W11000023
03/04/2020,Cardiff and Vale,613,Health board,Wales,W11000029
03/04/2020,Cwm Taf,329,Health board,Wales,W11000030
03/04/2020,Hywel Dda,144,Health board,Wales,W11000025
03/04/2020,Powys,41,Health board,Wales,W11000024
03/04/2020,Resident outside Wales,21,Health board,Wales,NA
03/04/2020,Unconfirmed,43,Health board,Wales,NA
03/04/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
03/04/2020,Bridgend,NA,UTLA,Wales,W06000013
03/04/2020,Caerphilly,NA,UTLA,Wales,W06000018
03/04/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
03/04/2020,Ceredigion,NA,UTLA,Wales,W06000008
03/04/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
03/04/2020,City of Cardiff,NA,UTLA,Wales,W06000015
03/04/2020,Conwy,NA,UTLA,Wales,W06000003
03/04/2020,Denbighshire,NA,UTLA,Wales,W06000004
03/04/2020,Flintshire,NA,UTLA,Wales,W06000005
03/04/2020,Gwynedd,NA,UTLA,Wales,W06000002
03/04/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
03/04/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
03/04/2020,Monmouthshire,NA,UTLA,Wales,W06000021
03/04/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
03/04/2020,Newport,NA,UTLA,Wales,W06000022
03/04/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
03/04/2020,Powys,NA,UTLA,Wales,W06000023
03/04/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
03/04/2020,Torfaen County,NA,UTLA,Wales,W06000020
03/04/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
03/04/2020,Wrexham,NA,UTLA,Wales,W06000006
03/04/2020,Resident outside Wales,NA,UTLA,Wales,NA
03/04/2020,Unconfirmed,NA,UTLA,Wales,NA
03/04/2020,Antrim and Newtownabbey,59,LGD,Northern Ireland,N09000001
03/04/2020,Armagh City Banbridge and Craigavon,91,LGD,Northern Ireland,N09000002
03/04/2020,Belfast,272,LGD,Northern Ireland,N09000003
03/04/2020,Causeway Coast and Glens,21,LGD,Northern Ireland,N09000004
03/04/2020,Derry City and Strabane,35,LGD,Northern Ireland,N09000005
03/04/2020,Fermanagh and Omagh,40,LGD,Northern Ireland,N09000006
03/04/2020,Lisburn and Castlereagh,109,LGD,Northern Ireland,N09000007
03/04/2020,Mid and East Antrim,46,LGD,Northern Ireland,N09000008
03/04/2020,Mid Ulster,23,LGD,Northern Ireland,N09000009
03/04/2020,Newry Mourne and Down,61,LGD,Northern Ireland,N09000010
03/04/2020,Ards and North Down,81,LGD,Northern Ireland,N09000011
03/04/2020,Unconfirmed,66,LGD,Northern Ireland,NA
04/04/2020,Scotland,3345,Country,Scotland,S92
04/04/2020,Wales,2853,Country,Wales,W92
04/04/2020,Northern Ireland,998,Country,Northern Ireland,N92
04/04/2020,Ayrshire and Arran,254,Health board,Scotland,S08000015
04/04/2020,Borders,110,Health board,Scotland,S08000016
04/04/2020,Dumfries and Gallow,127,Health board,Scotland,S08000017
04/04/2020,Fife,173,Health board,Scotland,S08000029
04/04/2020,Forth Valley,208,Health board,Scotland,S08000019
04/04/2020,Grampian,177,Health board,Scotland,S08000020
04/04/2020,Greater Glasgow and Clyde,851,Health board,Scotland,S08000031
04/04/2020,Highland,85,Health board,Scotland,S08000022
04/04/2020,Lanarkshire,427,Health board,Scotland,S08000032
04/04/2020,Lothian,476,Health board,Scotland,S08000024
04/04/2020,Orkney,4,Health board,Scotland,S08000025
04/04/2020,Shetland,40,Health board,Scotland,S08000026
04/04/2020,Tayside,410,Health board,Scotland,S08000030
04/04/2020,Eileanan Siar (Western Isles),3,Health board,Scotland,S08000028
04/04/2020,Swansea Bay,312,Health board,Wales,W11000031
04/04/2020,Aneurin Bevan,956,Health board,Wales,W11000028
04/04/2020,Betsi Cadwaladr,178,Health board,Wales,W11000023
04/04/2020,Cardiff and Vale,729,Health board,Wales,W11000029
04/04/2020,Cwm Taf,387,Health board,Wales,W11000030
04/04/2020,Hywel Dda,170,Health board,Wales,W11000025
04/04/2020,Powys,46,Health board,Wales,W11000024
04/04/2020,Resident outside Wales,26,Health board,Wales,NA
04/04/2020,Unconfirmed,49,Health board,Wales,NA
04/04/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
04/04/2020,Bridgend,NA,UTLA,Wales,W06000013
04/04/2020,Caerphilly,NA,UTLA,Wales,W06000018
04/04/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
04/04/2020,Ceredigion,NA,UTLA,Wales,W06000008
04/04/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
04/04/2020,City of Cardiff,NA,UTLA,Wales,W06000015
04/04/2020,Conwy,NA,UTLA,Wales,W06000003
04/04/2020,Denbighshire,NA,UTLA,Wales,W06000004
04/04/2020,Flintshire,NA,UTLA,Wales,W06000005
04/04/2020,Gwynedd,NA,UTLA,Wales,W06000002
04/04/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
04/04/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
04/04/2020,Monmouthshire,NA,UTLA,Wales,W06000021
04/04/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
04/04/2020,Newport,NA,UTLA,Wales,W06000022
04/04/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
04/04/2020,Powys,NA,UTLA,Wales,W06000023
04/04/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
04/04/2020,Torfaen County,NA,UTLA,Wales,W06000020
04/04/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
04/04/2020,Wrexham,NA,UTLA,Wales,W06000006
04/04/2020,Resident outside Wales,NA,UTLA,Wales,NA
04/04/2020,Unconfirmed,NA,UTLA,Wales,NA
04/04/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
04/04/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
04/04/2020,Belfast,NA,LGD,Northern Ireland,N09000003
04/04/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
04/04/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
04/04/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
04/04/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
04/04/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
04/04/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
04/04/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
04/04/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
04/04/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
05/04/2020,Scotland,3706,Country,Scotland,S92
05/04/2020,Wales,3197,Country,Wales,W92
05/04/2020,Northern Ireland,1089,Country,Northern Ireland,N92
05/04/2020,Ayrshire and Arran,267,Health board,Scotland,S08000015
05/04/2020,Borders,130,Health board,Scotland,S08000016
05/04/2020,Dumfries and Gallow,141,Health board,Scotland,S08000017
05/04/2020,Fife,200,Health board,Scotland,S08000029
05/04/2020,Forth Valley,226,Health board,Scotland,S08000019
05/04/2020,Grampian,194,Health board,Scotland,S08000020
05/04/2020,Greater Glasgow and Clyde,931,Health board,Scotland,S08000031
05/04/2020,Highland,99,Health board,Scotland,S08000022
05/04/2020,Lanarkshire,478,Health board,Scotland,S08000032
05/04/2020,Lothian,534,Health board,Scotland,S08000024
05/04/2020,Orkney,4,Health board,Scotland,S08000025
05/04/2020,Shetland,41,Health board,Scotland,S08000026
05/04/2020,Tayside,457,Health board,Scotland,S08000030
05/04/2020,Eileanan Siar (Western Isles),4,Health board,Scotland,S08000028
05/04/2020,Swansea Bay,376,Health board,Wales,W11000031
05/04/2020,Aneurin Bevan,1020,Health board,Wales,W11000028
05/04/2020,Betsi Cadwaladr,189,Health board,Wales,W11000023
05/04/2020,Cardiff and Vale,815,Health board,Wales,W11000029
05/04/2020,Cwm Taf,479,Health board,Wales,W11000030
05/04/2020,Hywel Dda,189,Health board,Wales,W11000025
05/04/2020,Powys,48,Health board,Wales,W11000024
05/04/2020,Resident outside Wales,27,Health board,Wales,NA
05/04/2020,Unconfirmed,54,Health board,Wales,NA
05/04/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
05/04/2020,Bridgend,NA,UTLA,Wales,W06000013
05/04/2020,Caerphilly,NA,UTLA,Wales,W06000018
05/04/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
05/04/2020,Ceredigion,NA,UTLA,Wales,W06000008
05/04/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
05/04/2020,City of Cardiff,NA,UTLA,Wales,W06000015
05/04/2020,Conwy,NA,UTLA,Wales,W06000003
05/04/2020,Denbighshire,NA,UTLA,Wales,W06000004
05/04/2020,Flintshire,NA,UTLA,Wales,W06000005
05/04/2020,Gwynedd,NA,UTLA,Wales,W06000002
05/04/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
05/04/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
05/04/2020,Monmouthshire,NA,UTLA,Wales,W06000021
05/04/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
05/04/2020,Newport,NA,UTLA,Wales,W06000022
05/04/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
05/04/2020,Powys,NA,UTLA,Wales,W06000023
05/04/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
05/04/2020,Torfaen County,NA,UTLA,Wales,W06000020
05/04/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
05/04/2020,Wrexham,NA,UTLA,Wales,W06000006
05/04/2020,Resident outside Wales,NA,UTLA,Wales,NA
05/04/2020,Unconfirmed,NA,UTLA,Wales,NA
05/04/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
05/04/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
05/04/2020,Belfast,NA,LGD,Northern Ireland,N09000003
05/04/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
05/04/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
05/04/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
05/04/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
05/04/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
05/04/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
05/04/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
05/04/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
05/04/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
06/04/2020,Scotland,3961,Country,Scotland,S92
06/04/2020,Wales,3499,Country,Wales,W92
06/04/2020,Northern Ireland,1158,Country,Northern Ireland,N92
06/04/2020,Ayrshire and Arran,288,Health board,Scotland,S08000015
06/04/2020,Borders,139,Health board,Scotland,S08000016
06/04/2020,Dumfries and Gallow,144,Health board,Scotland,S08000017
06/04/2020,Fife,227,Health board,Scotland,S08000029
06/04/2020,Forth Valley,231,Health board,Scotland,S08000019
06/04/2020,Grampian,209,Health board,Scotland,S08000020
06/04/2020,Greater Glasgow and Clyde,984,Health board,Scotland,S08000031
06/04/2020,Highland,102,Health board,Scotland,S08000022
06/04/2020,Lanarkshire,512,Health board,Scotland,S08000032
06/04/2020,Lothian,577,Health board,Scotland,S08000024
06/04/2020,Orkney,4,Health board,Scotland,S08000025
06/04/2020,Shetland,41,Health board,Scotland,S08000026
06/04/2020,Tayside,499,Health board,Scotland,S08000030
06/04/2020,Eileanan Siar (Western Isles),4,Health board,Scotland,S08000028
06/04/2020,Swansea Bay,412,Health board,Wales,W11000031
06/04/2020,Aneurin Bevan,1103,Health board,Wales,W11000028
06/04/2020,Betsi Cadwaladr,226,Health board,Wales,W11000023
06/04/2020,Cardiff and Vale,888,Health board,Wales,W11000029
06/04/2020,Cwm Taf,534,Health board,Wales,W11000030
06/04/2020,Hywel Dda,213,Health board,Wales,W11000025
06/04/2020,Powys,55,Health board,Wales,W11000024
06/04/2020,Resident outside Wales,27,Health board,Wales,NA
06/04/2020,Unconfirmed,41,Health board,Wales,NA
06/04/2020,Blaenau Gwent,111,UTLA,Wales,W06000019
06/04/2020,Bridgend,125,UTLA,Wales,W06000013
06/04/2020,Caerphilly,280,UTLA,Wales,W06000018
06/04/2020,Carmarthenshire,142,UTLA,Wales,W06000010
06/04/2020,Ceredigion,22,UTLA,Wales,W06000008
06/04/2020,City and County of Swansea,274,UTLA,Wales,W06000011
06/04/2020,City of Cardiff,684,UTLA,Wales,W06000015
06/04/2020,Conwy,23,UTLA,Wales,W06000003
06/04/2020,Denbighshire,45,UTLA,Wales,W06000004
06/04/2020,Flintshire,62,UTLA,Wales,W06000005
06/04/2020,Gwynedd,27,UTLA,Wales,W06000002
06/04/2020,Isle of Anglesey,15,UTLA,Wales,W06000001
06/04/2020,Merthyr Tydfil,67,UTLA,Wales,W06000024
06/04/2020,Monmouthshire,119,UTLA,Wales,W06000021
06/04/2020,Neath Port Talbot,138,UTLA,Wales,W06000012
06/04/2020,Newport,425,UTLA,Wales,W06000022
06/04/2020,Pembrokeshire,49,UTLA,Wales,W06000009
06/04/2020,Powys,55,UTLA,Wales,W06000023
06/04/2020,Rhondda Cynon Taf,342,UTLA,Wales,W06000016
06/04/2020,Torfaen County,168,UTLA,Wales,W06000020
06/04/2020,Vale of Glamorgan,204,UTLA,Wales,W06000014
06/04/2020,Wrexham,54,UTLA,Wales,W06000006
06/04/2020,Resident outside Wales,27,UTLA,Wales,NA
06/04/2020,Unconfirmed,41,UTLA,Wales,NA
06/04/2020,Antrim and Newtownabbey,70,LGD,Northern Ireland,N09000001
06/04/2020,Armagh City Banbridge and Craigavon,109,LGD,Northern Ireland,N09000002
06/04/2020,Belfast,377,LGD,Northern Ireland,N09000003
06/04/2020,Causeway Coast and Glens,26,LGD,Northern Ireland,N09000004
06/04/2020,Derry City and Strabane,51,LGD,Northern Ireland,N09000005
06/04/2020,Fermanagh and Omagh,42,LGD,Northern Ireland,N09000006
06/04/2020,Lisburn and Castlereagh,130,LGD,Northern Ireland,N09000007
06/04/2020,Mid and East Antrim,59,LGD,Northern Ireland,N09000008
06/04/2020,Mid Ulster,33,LGD,Northern Ireland,N09000009
06/04/2020,Newry Mourne and Down,76,LGD,Northern Ireland,N09000010
06/04/2020,Ards and North Down,102,LGD,Northern Ireland,N09000011
06/04/2020,Unconfirmed,83,LGD,Northern Ireland,NA
07/04/2020,Scotland,4229,Country,Scotland,S92
07/04/2020,Wales,3790,Country,Wales,W92
07/04/2020,Northern Ireland,1255,Country,Northern Ireland,N92
07/04/2020,Ayrshire and Arran,296,Health board,Scotland,S08000015
07/04/2020,Borders,149,Health board,Scotland,S08000016
07/04/2020,Dumfries and Gallow,152,Health board,Scotland,S08000017
07/04/2020,Fife,239,Health board,Scotland,S08000029
07/04/2020,Forth Valley,243,Health board,Scotland,S08000019
07/04/2020,Grampian,210,Health board,Scotland,S08000020
07/04/2020,Greater Glasgow and Clyde,1094,Health board,Scotland,S08000031
07/04/2020,Highland,112,Health board,Scotland,S08000022
07/04/2020,Lanarkshire,547,Health board,Scotland,S08000032
07/04/2020,Lothian,621,Health board,Scotland,S08000024
07/04/2020,Orkney,4,Health board,Scotland,S08000025
07/04/2020,Shetland,42,Health board,Scotland,S08000026
07/04/2020,Tayside,516,Health board,Scotland,S08000030
07/04/2020,Eileanan Siar (Western Isles),4,Health board,Scotland,S08000028
07/04/2020,Swansea Bay,490,Health board,Wales,W11000031
07/04/2020,Aneurin Bevan,1160,Health board,Wales,W11000028
07/04/2020,Betsi Cadwaladr,244,Health board,Wales,W11000023
07/04/2020,Cardiff and Vale,943,Health board,Wales,W11000029
07/04/2020,Cwm Taf,578,Health board,Wales,W11000030
07/04/2020,Hywel Dda,244,Health board,Wales,W11000025
07/04/2020,Powys,58,Health board,Wales,W11000024
